j,k,0,1
0,0,1.0000000000000056,0.9999999999999988
0,1,0.0,0.0
0,2,0.0,0.0
0,3,0.0,0.0
0,4,0.0,0.0
0,5,0.0,0.0
0,6,0.0,0.0
0,7,0.0,0.0
0,8,0.0,0.0
0,9,0.0,0.0
0,10,0.0,0.0
0,11,0.0,0.0
0,12,0.0,0.0
0,13,0.0,0.0
0,14,0.0,0.0
0,15,0.0,0.0
0,16,0.0,0.0
0,17,0.0,0.0
0,18,0.0,0.0
0,19,0.0,0.0
0,20,0.0,0.0
0,21,0.0,0.0
0,22,0.0,0.0
0,23,0.0,0.0
0,24,0.0,0.0
0,25,0.0,0.0
0,26,0.0,0.0
0,27,0.0,0.0
0,28,0.0,0.0
0,29,0.0,0.0
0,30,0.0,0.0
0,31,0.0,0.0
0,32,0.0,0.0
0,33,0.0,0.0
0,34,0.0,0.0
0,35,0.0,0.0
0,36,0.0,0.0
0,37,0.0,0.0
0,38,0.0,0.0
0,39,0.0,0.0
0,40,0.0,0.0
0,41,0.0,0.0
0,42,0.0,0.0
0,43,0.0,0.0
0,44,0.0,0.0
0,45,0.0,0.0
0,46,0.0,0.0
0,47,0.0,0.0
0,48,0.0,0.0
0,49,0.0,0.0
0,50,0.0,0.0
1,0,0.7729206168950726,0.8842359095859285
1,1,0.13128765460859737,0.0542931142982211
1,2,0.028513561723499243,0.013684793817325163
1,3,0.014306980284511371,0.007288360696495797
1,4,0.008852223723838754,0.004707894699052132
1,5,0.006112104778798059,0.003363229898751943
1,6,0.004516916843720459,0.002560352231359854
1,7,0.0034894158701346003,0.0020339534907143422
1,8,0.0027869763237789247,0.0016686513713482895
1,9,0.002329671881755128,0.0014108444312780843
1,10,0.0019269841539905166,0.0012054586948900023
1,11,0.0016803305160955297,0.0010586067454211234
1,12,0.0014236304669059013,0.0009301283922134803
1,13,0.001288990593193732,0.0008395783344452606
1,14,0.0011227816327451638,0.0007554539025383661
1,15,0.0010125958089424265,0.000691000007530904
1,16,0.0009165337961474501,0.0006358504947303964
1,17,0.0008332279377457689,0.0005885376173412826
1,18,0.0007735697616108352,0.0005498999378096598
1,19,0.0007154301511879194,0.0005171423720246543
1,20,0.0006484795915545562,0.0004848452882467299
1,21,0.0006175931084959961,0.00046166595504518155
1,22,0.0005808893607081585,0.00044041448894002337
1,23,0.0005302477752438782,0.00041966820489151315
1,24,0.0005306614232484483,0.00040685507801133385
1,25,0.0004729888153139622,0.0003890636361818066
1,26,0.00047495865182705207,0.00038033606786758893
1,27,0.000438731631820308,0.000367832097076857
1,28,0.00042554881439804774,0.00036066855937592673
1,29,0.0004170707730718989,0.00035461475811640565
1,30,0.00039097447913505443,0.00034818915982715774
1,31,0.0003849829525320396,0.00034481223887545837
1,32,0.00038086985585054727,0.0003435054547575887
1,33,0.00036373251223181596,0.00034176243035816166
1,34,0.00035770058131090454,0.00034265923708943087
1,35,0.00035182360506082905,0.00034524297306731433
1,36,0.0003461707215070375,0.0003494918980107267
1,37,0.00035106286401776355,0.00035677819268806806
1,38,0.00033684405289786566,0.00036472253784618637
1,39,0.0003462618385376384,0.0003769038953206631
1,40,0.0003433425690112984,0.0003917292462281552
1,41,0.0003495191189337235,0.0004118009679534738
1,42,0.0003517124479535668,0.00043680809919472905
1,43,0.00036183198955941863,0.0004703220631666822
1,44,0.00037382419158539596,0.000515372330994005
1,45,0.0003913950944603926,0.000577403868854568
1,46,0.0004141455933968718,0.0006681203073020122
1,47,0.00044854953370583643,0.0008128790753548997
1,48,0.0005015252801918069,0.0010828035861661584
1,49,0.0005897931203289599,0.0018846396724506113
1,50,0.00031656989984302935,0.00214932761131904
2,0,0.6771288883987369,0.8173973290072929
2,1,0.16003567671124022,0.07617063028374114
2,2,0.04113847955599999,0.020321336341400657
2,3,0.02179185392291234,0.011084133791269248
2,4,0.014001378606286962,0.00728611890711974
2,5,0.009927214827013076,0.0052799645199868165
2,6,0.007559608964316679,0.004068455470504167
2,7,0.005927115372396682,0.0032697529826147876
2,8,0.004846170513729479,0.002710579571317658
2,9,0.004082618168901903,0.0023090403643802604
2,10,0.003456036170757328,0.001994476095194592
2,11,0.0030207907525427674,0.0017623501421701788
2,12,0.002656002148578123,0.001564527389156438
2,13,0.002368294167483199,0.0014189915212593392
2,14,0.0021170545134134005,0.0012889948011296883
2,15,0.0019300403198049512,0.0011866426218641538
2,16,0.0017652119435482422,0.00109945683302829
2,17,0.0016208789072983865,0.0010248723428860776
2,18,0.0014953606746296202,0.0009631046894204938
2,19,0.0014381207863591481,0.00091059960907054
2,20,0.0013043228980895516,0.0008617345966149308
