2.882066712663574890e+02,2.881150679307257860e+02
2.884150020667962053e+02,2.883434828390380176e+02
2.886341395151048346e+02,2.885840545666403614e+02
2.888598665318936582e+02,2.888293666863430076e+02
2.890904058081770245e+02,2.890776611846756623e+02
2.893247556732262069e+02,2.893281189905684414e+02
2.895622674383466801e+02,2.895802697669947747e+02
2.898024931584292858e+02,2.898338110167935042e+02
2.900450998358352876e+02,2.900885334461335674e+02
2.902898354437289754e+02,2.903442847615340270e+02
2.905364973608928381e+02,2.906009499032659846e+02
2.907849333929946170e+02,2.908584396248591020e+02
2.910350143998395538e+02,2.911166830611152818e+02
2.912866215236603580e+02,2.913756228859841713e+02
2.915396763963701119e+02,2.916352124465254860e+02
2.917940982446226030e+02,2.918954131665127534e+02
2.920498274424892884e+02,2.921561929894825198e+02
2.923067992284069305e+02,2.924175249554749598e+02
2.925649793111250005e+02,2.926793870481470208e+02
2.928243156269199972e+02,2.929417602958547491e+02
2.930847827737234184e+02,2.932046293645520336e+02
2.933463563779971537e+02,2.934679816549847828e+02
2.936090060833893745e+02,2.937318070843632540e+02
2.938727136690341695e+02,2.939960976364635599e+02
2.941374644057547698e+02,2.942608474600661452e+02
2.944032470636912535e+02,2.945260526912973660e+02
2.946700538915394532e+02,2.947917113354744174e+02
2.949378805609882761e+02,2.950578232407393102e+02
2.952067260692954846e+02,2.953243900913450375e+02
2.954765926064320070e+02,2.955914154281602464e+02
2.957474854096508921e+02,2.958589047684297384e+02
2.960194125660432860e+02,2.961268657416254086e+02
2.962923899798603316e+02,2.963953081015093858e+02
2.965664406825576975e+02,2.966642449626931466e+02
2.968415722177953739e+02,2.969336906321382230e+02
2.971178284119158093e+02,2.972036647598189347e+02
2.973952319738155552e+02,2.974741890135650237e+02
2.976738246092498912e+02,2.977452906922770808e+02
2.979536531263000256e+02,2.980170021834628642e+02
2.982347836559417829e+02,2.982893640961415826e+02
2.985172775606640698e+02,2.985624238374693959e+02
2.988012214819994483e+02,2.988362412898467255e+02
2.990867240973174148e+02,2.991108923054483171e+02
2.993739113464727097e+02,2.993864726139426011e+02
2.996629528009417527e+02,2.996631086248660267e+02
2.999540647993386528e+02,2.999409722597200698e+02
3.002475423565318238e+02,3.002203081394657715e+02
3.005438080129630976e+02,3.005014876007003295e+02
3.008435276195385768e+02,3.007851388723028094e+02
3.011479132101894152e+02,3.010725247510999907e+02
3.014605156500256840e+02,3.013672853922021773e+02
