1.664285973225618136e+02,1.661035973225623081e+02
1.666295642044873944e+02,1.663074997044496115e+02
1.668319390358130931e+02,1.665132528189410266e+02
1.670352433896618720e+02,1.667197599120655127e+02
1.672392530643896009e+02,1.669267498137358245e+02
1.674438368543673903e+02,1.671340941542945870e+02
1.676489075291742950e+02,1.673417184414008716e+02
1.678544023835505357e+02,1.675495743869125533e+02
1.680602752754469122e+02,1.677576283829957902e+02
1.682664910834145928e+02,1.679658558563234863e+02
1.684730209719648144e+02,1.681742381742059536e+02
1.686798417199037488e+02,1.683827608374482168e+02
1.688869349672330316e+02,1.685914123119095507e+02
1.690942847091054375e+02,1.688001832542589966e+02
1.693018780444110405e+02,1.690090660526610691e+02
1.695097044953340344e+02,1.692180544158698012e+02
1.697177539642846682e+02,1.694271431184798757e+02
1.699260186226412941e+02,1.696363277789363622e+02
1.701344927849140731e+02,1.698456048269532630e+02
1.703431704185123010e+02,1.700549712067003441e+02
1.705520460548436006e+02,1.702644244599502485e+02
1.707611163850517642e+02,1.704739625969640429e+02
1.709703785995106102e+02,1.706835840497569450e+02
1.711798304252308753e+02,1.708932876042175621e+02
1.713894701541971699e+02,1.711030724176410160e+02
1.715992966817521506e+02,1.713129379908580461e+02
1.718093094627814708e+02,1.715228841509023994e+02
1.720195087064431618e+02,1.717329110490253754e+02
1.722298952170821451e+02,1.719430191622177517e+02
1.724404703745590268e+02,1.721532093000189434e+02
1.726512361129923363e+02,1.723634826287389785e+02
1.728621948922518357e+02,1.725738406961075668e+02
1.730733496513753380e+02,1.727842854397314625e+02
1.732847054749430811e+02,1.729948194013589102e+02
1.734962678799185767e+02,1.732054453753700614e+02
1.737080421498448572e+02,1.734161671010978694e+02
1.739200355493119332e+02,1.736269887340099558e+02
1.741322575473472227e+02,1.738379154584427511e+02
1.743447179486107927e+02,1.740489534197460273e+02
1.745574288883433951e+02,1.742601102756948990e+02
1.747704053984834616e+02,1.744713950087860042e+02
1.749836647491032409e+02,1.746828189227708776e+02
1.751972288273446168e+02,1.748943963150670129e+02
1.754111247812391525e+02,1.751061452628097754e+02
1.756253856705443184e+02,1.753180896286211237e+02
1.758400549381724431e+02,1.755302618874697487e+02
1.760551916320049202e+02,1.757427083059345421e+02
1.762708778852360751e+02,1.759554992507999032e+02
1.764872375551599077e+02,1.761687539885528508e+02
1.767044837174670704e+02,1.763827133855841680e+02
1.769230968414061635e+02,1.765980968414065444e+02
