j,k,0,1
0,0,0.9999999999999751,1.000000000000002
0,1,0.0,0.0
0,2,0.0,0.0
0,3,0.0,0.0
0,4,0.0,0.0
0,5,0.0,0.0
0,6,0.0,0.0
0,7,0.0,0.0
0,8,0.0,0.0
0,9,0.0,0.0
0,10,0.0,0.0
0,11,0.0,0.0
0,12,0.0,0.0
0,13,0.0,0.0
0,14,0.0,0.0
0,15,0.0,0.0
0,16,0.0,0.0
0,17,0.0,0.0
0,18,0.0,0.0
0,19,0.0,0.0
0,20,0.0,0.0
0,21,0.0,0.0
0,22,0.0,0.0
0,23,0.0,0.0
0,24,0.0,0.0
0,25,0.0,0.0
0,26,0.0,0.0
0,27,0.0,0.0
0,28,0.0,0.0
0,29,0.0,0.0
0,30,0.0,0.0
0,31,0.0,0.0
0,32,0.0,0.0
0,33,0.0,0.0
0,34,0.0,0.0
0,35,0.0,0.0
0,36,0.0,0.0
0,37,0.0,0.0
0,38,0.0,0.0
0,39,0.0,0.0
0,40,0.0,0.0
0,41,0.0,0.0
0,42,0.0,0.0
0,43,0.0,0.0
0,44,0.0,0.0
0,45,0.0,0.0
0,46,0.0,0.0
0,47,0.0,0.0
0,48,0.0,0.0
0,49,0.0,0.0
0,50,0.0,0.0
1,0,0.6339489842769541,0.8034436600128609
1,1,0.22525785346085167,0.09860943556086463
1,2,0.052970099450263645,0.028017697004355194
1,3,0.025261135581746287,0.014689230360070502
1,4,0.014814474618660414,0.009265860773299078
1,5,0.009714083716012038,0.006460108267556473
1,6,0.006838526582845519,0.004798781966201413
1,7,0.005052956749647053,0.0037260324342068695
1,8,0.0038751225712046465,0.0029908579562790494
1,9,0.003062976445689583,0.002465024540663659
1,10,0.002468586019966461,0.002071890989433887
1,11,0.002035347512440274,0.001773330957248531
1,12,0.0016938407711995925,0.0015361082814936446
1,13,0.0014348106830965506,0.0013494110488653332
1,14,0.0012310007919202571,0.0011983456632267413
1,15,0.0010608396573307819,0.0010720863243172307
1,16,0.0009255489145227094,0.0009682561697605724
1,17,0.0008110762812194919,0.0008799474828126861
1,18,0.0007225395815517138,0.0008073568556355898
1,19,0.0006364209005890924,0.0007412859945733285
1,20,0.0005716082454585919,0.0006877727407764336
1,21,0.0005149261670087319,0.0006400184525686556
1,22,0.00046290071159999153,0.0005981177977389554
1,23,0.0004196516208322119,0.0005618453673226641
1,24,0.0003816794795839355,0.0005299233051257617
1,25,0.00034821974413509906,0.0005018258910622232
1,26,0.0003186035336440205,0.00047695132350159144
1,27,0.000292250236269876,0.0004549955222350046
1,28,0.00026865996847207655,0.000435521906605746
1,29,0.0002474060255159564,0.00041830913218656254
1,30,0.0002296202945375823,0.0004035678557582043
1,31,0.000211042967391496,0.00038982346430430504
1,32,0.0001960890944609739,0.000378451630872842
1,33,0.00018144377634862438,0.00036830480534252375
1,34,0.00016882554596473612,0.0003599111141252883
1,35,0.00015663831663433972,0.0003527993054883097
1,36,0.0001453399142459634,0.0003469901387157409
1,37,0.00013524578155264295,0.00034281534282343593
1,38,0.00012540010776517942,0.00033990195029030796
1,39,0.00011631150952318419,0.0003385126899151486
1,40,0.0001077379890483188,0.0003388024760057987
1,41,9.924741823923295e-05,0.00034077754060697326
1,42,9.119198233247766e-05,0.00034500285890774935
1,43,8.328117171189624e-05,0.00035165923125633536
1,44,7.519427686465976e-05,0.00036146894921892177
1,45,6.704669269910037e-05,0.00037549157745906336
1,46,5.818343122150976e-05,0.000395355908118939
1,47,4.842905595109595e-05,0.0004240210119357167
1,48,3.673996699895339e-05,0.00046744449825008514
1,49,2.116678084308741e-05,0.0005347674457710202
1,50,3.6936254081964464e-06,0.0002741401219878223
2,0,0.49315582201478514,0.7012008700481089
2,1,0.25571085577834146,0.1329437448086653
2,2,0.0782306135833655,0.04092295144404019
2,3,0.041199929481634825,0.022327330139605195
2,4,0.02585689168539193,0.014513321590473919
2,5,0.017884513798535326,0.010371783444635057
2,6,0.013127983045232168,0.007871417491255094
2,7,0.010083418127145189,0.006230200556893622
2,8,0.007988048475469306,0.005088992758361101
2,9,0.0064937359783931205,0.004261377963178297
2,10,0.0053944558158319205,0.00363647016462654
2,11,0.0045441949687852635,0.0031559697279098077
2,12,0.0038827488531850045,0.002772171292090282
2,13,0.0033633406169191037,0.0024663306637135052
2,14,0.0029367904096515725,0.002216813166045636
2,15,0.0025912523667198707,0.002007778946254545
2,16,0.0023045994888693366,0.0018340909136920958
2,17,0.002057308003476641,0.0016863547801250134
2,18,0.0018583062694258598,0.0015627348232840547
2,19,0.0016742447754043246,0.0014524351526043811
2,20,0.001535712133751311,0.00136063635082079
2,21,0.0013944270850639994,0.00127962847835592
2,22,0.0012812281943403946,0.0012086878378496013
2,23,0.0011809520868290536,0.0011470099548684652
2,24,0.001091966525411206,0.0010929187970424169
2,25,0.0010127800447485564,0.0010455516606834919
2,26,0.0009420418296708342,0.001003874480547518
2,27,0.0008785395789823079,0.0009675205685773243
2,28,0.0008211956194838987,0.000935705716224395
2,29,0.0007716721448261324,0.0009079409140748725
2,30,0.0007241344591728382,0.0008848164871841321
2,31,0.0006781890643024817,0.0008644978459764651
2,32,0.0006449314908864854,0.0008477301226197698
2,33,0.000604720777307052,0.0008346817062172968
2,34,0.0005733716222693483,0.0008245802940869081
2,35,0.0005424670643231256,0.0008178614044083371
2,36,0.000515182788137319,0.0008141800678457582
2,37,0.00048777270602603877,0.0008144606149679527
2,38,0.00046250443418885157,0.000818338710189249
2,39,0.000440577715542244,0.0008262087045893365
2,40,0.00041697936331660775,0.0008392201905833849
2,41,0.00039547677743434343,0.0008576325667059941
2,42,0.0003736897106714634,0.0008833914724038079
2,43,0.000352496977455245,0.0009176176386157203
2,44,0.0003306054476299858,0.0009636481099930565
2,45,0.00030706714888825286,0.0010259740335092824
2,46,0.00028062322037671094,0.0011127535124186116
2,47,0.00024894626787916004,0.0012390106459115762
2,48,0.0002060307987796237,0.0014399626451593141
2,49,0.00013610935405912144,0.0018181519278874835
2,50,2.8554031659480384e-05,0.0010826666641230464
3,0,0.4053327592028789,0.6283164013608074
3,1,0.2584542727786698,0.15054724097363736
3,2,0.0913137234268943,0.048903011714340916
3,3,0.05102408616011854,0.027387847803493078
3,4,0.03333522402168778,0.018150322160792556
3,5,0.02377456826394462,0.013175727278986724
3,6,0.0179310066487965,0.010134661037585256
3,7,0.014065736686368225,0.00811744185830888
3,8,0.011367454360770895,0.006702002265611941
3,9,0.009416314210134571,0.005666674987314096
3,10,0.007932019511040864,0.00488010451228456
3,11,0.00680479770026767,0.004270897095331639
3,12,0.005878960135752956,0.0037828060757907444
3,13,0.0051610560099680895,0.0033909662992135793
3,14,0.004576361278571981,0.0030697968337623227
3,15,0.004075887359505058,0.002800520433022272
3,16,0.0036677873994861608,0.002575427942840502
3,17,0.0033115960789753427,0.002384169979848988
3,18,0.003034742379064806,0.002222431546291143
3,19,0.0027527818091025104,0.002080126250361837
3,20,0.0025443358509969474,0.001959652501074851
3,21,0.0023508919306939532,0.0018544108306117815
3,22,0.0021736668548905757,0.0017623939214325493
3,23,0.0020238734050137853,0.0016823752845427932
3,24,0.00189023779483461,0.001612518503710988
3,25,0.0017707660458671673,0.0015517308955460998
3,26,0.001663605068355388,0.0014986552364878287
3,27,0.0015670500327251164,0.0014529528227220185
3,28,0.0014795487246445636,0.0014135630802043408
3,29,0.001399703123720701,0.0013797375719529106
3,30,0.0013364315073147617,0.0013525071792604676
3,31,0.001260478925687734,0.0013301276310038871
3,32,0.0012071675211246795,0.0013119821781874326
3,33,0.0011487733353994698,0.0013005053739996596
3,34,0.0011013655733512367,0.001292942103449924
3,35,0.0010540275561498908,0.00129120658723752
3,36,0.00101058052835122,0.001294459022312967
3,37,0.0009717425053466321,0.001304358043258482
3,38,0.0009334293037234209,0.0013207551138658088
3,39,0.0008991781106143853,0.001344187028167609
3,40,0.0008666958862559104,0.0013772188115816983
3,41,0.0008334015308622096,0.0014206205336975198
3,42,0.0008024536530969384,0.0014782181331746507
3,43,0.0007718987340735412,0.0015527196458165332
3,44,0.0007392079012120875,0.0016513643678020317
3,45,0.0007050926206809784,0.0017839906910027078
3,46,0.0006637132234066308,0.001969183013551955
3,47,0.0006118169243990306,0.0022420616782269525
3,48,0.0005339732082167618,0.0026892109379023075
3,49,0.00038360279205687205,0.003607027017229866
3,50,9.015440490971812e-05,0.002358785851361586
4,0,0.34277083197271857,0.57092697402225
4,1,0.2518753480971401,0.1602631291598468
4,2,0.09828219604901826,0.054262187855778174
4,3,0.057269360351498134,0.030999073204456596
4,4,0.03856844757777424,0.02084428156751222
4,5,0.028090631769166586,0.015309060980383392
4,6,0.02161615973759599,0.011893385110738073
4,7,0.017214261391727045,0.00960979908298414
4,8,0.01413468984198035,0.007996717059595995
4,9,0.011840426802169011,0.006809390883429201
4,10,0.010091995319807817,0.005903281227067609
4,11,0.008738876493628277,0.0051978860424752435
4,12,0.00765927676349112,0.004631537929828046
4,13,0.006769457152076312,0.004174479352694743
4,14,0.00606586226322095,0.0037986638236663355
4,15,0.0054455878703323435,0.0034835012383586067
4,16,0.004934769063080008,0.003218949381571971
4,17,0.004517892140913762,0.002994476387631387
4,18,0.004130017731117926,0.002803218583085375
4,19,0.0038184688178243133,0.0026368249152902328
4,20,0.003525706716514111,0.0024941950306424793
4,21,0.003285606088211961,0.002370711313782945
4,22,0.003072948978887012,0.0022629433530070744
4,23,0.002880333196111555,0.002169351903031509
4,24,0.002705114190088142,0.0020880507543043444
4,25,0.0025528301276297742,0.0020177938532757365
4,26,0.00241598837273012,0.001956972800128512
4,27,0.0022925128044373475,0.0019053222481349396
