j,k,0,1
0,0,0.999999999999988,0.999999999999996
0,1,0.0,0.0
0,2,0.0,0.0
0,3,0.0,0.0
0,4,0.0,0.0
0,5,0.0,0.0
0,6,0.0,0.0
0,7,0.0,0.0
0,8,0.0,0.0
0,9,0.0,0.0
0,10,0.0,0.0
0,11,0.0,0.0
0,12,0.0,0.0
0,13,0.0,0.0
0,14,0.0,0.0
0,15,0.0,0.0
0,16,0.0,0.0
0,17,0.0,0.0
0,18,0.0,0.0
0,19,0.0,0.0
0,20,0.0,0.0
0,21,0.0,0.0
0,22,0.0,0.0
0,23,0.0,0.0
0,24,0.0,0.0
0,25,0.0,0.0
0,26,0.0,0.0
0,27,0.0,0.0
0,28,0.0,0.0
0,29,0.0,0.0
0,30,0.0,0.0
0,31,0.0,0.0
0,32,0.0,0.0
0,33,0.0,0.0
0,34,0.0,0.0
0,35,0.0,0.0
0,36,0.0,0.0
0,37,0.0,0.0
0,38,0.0,0.0
0,39,0.0,0.0
0,40,0.0,0.0
0,41,0.0,0.0
0,42,0.0,0.0
0,43,0.0,0.0
0,44,0.0,0.0
0,45,0.0,0.0
0,46,0.0,0.0
0,47,0.0,0.0
0,48,0.0,0.0
0,49,0.0,0.0
0,50,0.0,0.0
1,0,0.7140906064559579,0.8865321821351283
1,1,0.17034429131148446,0.05089773685555578
1,2,0.038248362143307305,0.013816321386674936
1,3,0.01885571379565796,0.007423125024126155
1,4,0.011442727964887562,0.004808198626825135
1,5,0.00776227822716342,0.003439328849687128
1,6,0.005620371258174517,0.002615500567787635
1,7,0.00428576321349891,0.0020799685470142878
1,8,0.0033736813198515197,0.001705737248077228
1,9,0.0027543603840327734,0.0014379393250694575
1,10,0.0022760809206042393,0.0012334427202605166
1,11,0.0019153431705084493,0.0010754446290027649
1,12,0.0016430758858499346,0.0009516184458573775
1,13,0.001421091447510026,0.0008513601252340791
1,14,0.0012637914070867658,0.0007719038465743592
1,15,0.0011013373987073271,0.000702509407668362
1,16,0.0009882421788216952,0.0006459835591321601
1,17,0.0008911667502665962,0.0005990686378721927
1,18,0.0008067800925529325,0.0005585074878868754
1,19,0.0007336357352221829,0.0005233143314885881
1,20,0.0006703857593833122,0.0004943320658125663
1,21,0.0006183434153431277,0.0004676109639861468
1,22,0.0005788276995226434,0.00044730381475168086
1,23,0.0005272498394084746,0.00042633022134018413
1,24,0.0004950404734649015,0.0004101637548727361
1,25,0.0004687603530571363,0.0003971307379644636
1,26,0.000431765628494474,0.00038388203755010733
1,27,0.0004119700825639354,0.0003736656244525225
1,28,0.0003905919539784564,0.00036615800910110344
1,29,0.0003661690700595869,0.0003582888617602801
1,30,0.00034944087266990527,0.00035366087245960705
1,31,0.0003341727719171554,0.00034939690519077913
1,32,0.0003200172755855327,0.00034757350155394237
1,33,0.0003066863791043349,0.00034683160034081994
1,34,0.00029394585140504883,0.0003472418526657343
1,35,0.00028160960800043114,0.00035030336588294547
1,36,0.00027486191333222414,0.0003545699060146046
1,37,0.0002638318002263026,0.00036123755077607344
1,38,0.0002573205287665382,0.00037001212822870686
1,39,0.00024912370847445507,0.000382155331148548
1,40,0.0002446967211428985,0.00039761944521429207
1,41,0.00023820077163932328,0.0004175874946830557
1,42,0.0002334900698929338,0.0004434553576396637
1,43,0.00022938135693492776,0.0004776586489564124
1,44,0.00022588015275936643,0.0005232608654354678
