j,k,0,1
0,0,0.9999999999999751,1.000000000000002
0,1,0.0,0.0
0,2,0.0,0.0
0,3,0.0,0.0
0,4,0.0,0.0
0,5,0.0,0.0
0,6,0.0,0.0
0,7,0.0,0.0
0,8,0.0,0.0
0,9,0.0,0.0
0,10,0.0,0.0
0,11,0.0,0.0
0,12,0.0,0.0
0,13,0.0,0.0
0,14,0.0,0.0
0,15,0.0,0.0
0,16,0.0,0.0
0,17,0.0,0.0
0,18,0.0,0.0
0,19,0.0,0.0
0,20,0.0,0.0
0,21,0.0,0.0
0,22,0.0,0.0
0,23,0.0,0.0
0,24,0.0,0.0
0,25,0.0,0.0
0,26,0.0,0.0
0,27,0.0,0.0
0,28,0.0,0.0
0,29,0.0,0.0
0,30,0.0,0.0
0,31,0.0,0.0
0,32,0.0,0.0
0,33,0.0,0.0
0,34,0.0,0.0
0,35,0.0,0.0
0,36,0.0,0.0
0,37,0.0,0.0
0,38,0.0,0.0
0,39,0.0,0.0
0,40,0.0,0.0
0,41,0.0,0.0
0,42,0.0,0.0
0,43,0.0,0.0
0,44,0.0,0.0
0,45,0.0,0.0
0,46,0.0,0.0
0,47,0.0,0.0
0,48,0.0,0.0
0,49,0.0,0.0
0,50,0.0,0.0
1,0,0.5144486464505349,0.6910594522893233
1,1,0.3123996188094604,0.16501784571072706
1,2,0.07872047049339596,0.05137776703860876
1,3,0.034669374050213156,0.025758335619210985
1,4,0.018746483392726464,0.015459350746455228
1,5,0.011362700990739575,0.010261190127663735
1,6,0.0074216861884136755,0.007274971859758718
1,7,0.005107621698018236,0.0054025050618789604
1,8,0.0036632542012857753,0.0041602127411652775
1,9,0.002705345116337705,0.003289448177157016
1,10,0.002048182809434566,0.0026588367733557444
1,11,0.0015836660361349102,0.0021898072411214043
1,12,0.001243677358805241,0.0018299262906745317
1,13,0.0009929718422662132,0.0015514049360713426
1,14,0.0008005353499154328,0.0013282436740431648
1,15,0.0006521145015027387,0.0011478265399288293
1,16,0.0005365781469714861,0.0010016873439666486
1,17,0.00044433421749611075,0.000879749578091332
1,18,0.00037245128976052145,0.0007800123520210672
1,19,0.0003110574738888237,0.0006927456268553485
1,20,0.0002629665783669632,0.000620612062228239
1,21,0.00022298529669756038,0.0005583964516412744
1,22,0.00018967270555645386,0.0005044842734205068
1,23,0.00016182809990508457,0.0004575791304277726
1,24,0.00013845915324214744,0.0004166588006637101
1,25,0.00011875219191797746,0.0003807119978560625
1,26,0.00010204493860855701,0.0003489428043372754
1,27,8.78019336648998e-05,0.0003208673191626634
1,28,7.559271874947807e-05,0.00029569200808221726
1,29,6.50727650972254e-05,0.0002731454745786224
1,30,5.596704817102925e-05,0.00025282851526687254
1,31,4.805611001365404e-05,0.00023436951814058475
1,32,4.135190044515032e-05,0.00021796080781166194
1,33,3.5361629178952505e-05,0.00020264924636223774
1,34,3.0241553048926337e-05,0.00018882435704961593
1,35,2.5679572087501824e-05,0.00017603784219172072
1,36,2.1797653017905095e-05,0.00016432782351429284
1,37,1.8311860508739468e-05,0.0001533547045250307
1,38,1.526814085938966e-05,0.0001430794495228954
1,39,1.2623947139866327e-05,0.00013348556978601332
1,40,1.0302761324717423e-05,0.00012433308415974012
1,41,8.283224435124436e-06,0.00011560356896599266
1,42,6.509015926352967e-06,0.00010709941799911393
1,43,4.980042577119016e-06,9.870816339508704e-05
1,44,3.6707017769801293e-06,9.027935546563946e-05
1,45,2.5630787305712134e-06,8.154245277017071e-05
1,46,1.6490633477242351e-06,7.214450285118577e-05
1,47,9.275132017888577e-07,6.146943209549388e-05
1,48,4.0480763413988673e-07,4.830039656148564e-05
1,49,9.874836215438509e-08,2.9549055414345104e-05
1,50,4.829080083216216e-09,5.642685678018491e-06
2,0,0.34129691171055415,0.5414696037993665
2,1,0.3253055655432053,0.21102063335719728
2,2,0.12051114654210161,0.0745767388594707
2,3,0.0627829950647343,0.04022283870494712
2,4,0.03807483472262938,0.025521266598674923
2,5,0.025225557750014435,0.017738686182169155
2,6,0.01773105525367836,0.013087060842300609
2,7,0.012997162203063583,0.010069440164049495
2,8,0.009856533000336724,0.008004838386365593
2,9,0.007653052218056721,0.006518782642339903
2,10,0.006065434003742917,0.005415399834193645
2,11,0.004892951975476343,0.004575338254611449
2,12,0.003997999180719381,0.003917547085209371
2,13,0.003315432407837425,0.0033974249064520003
2,14,0.0027698446751443576,0.0029736724814700757
2,15,0.002333159671620299,0.002625091312448204
2,16,0.001984926804918729,0.0023377349662063052
2,17,0.0016964958615047075,0.002094536997231544
2,18,0.0014656229118307665,0.0018916076540478697
2,19,0.00126236325330875,0.001713362943889031
2,20,0.0010989838493804804,0.0015627167960234724
2,21,0.0009592432701769414,0.0014315766231262495
2,22,0.0008395744057869239,0.001316587987756255
2,23,0.0007368578956011971,0.0012153718023703577
2,24,0.0006483963764952373,0.0011262278390897105
2,25,0.0005718831205462577,0.0010470813375579816
2,26,0.0005053669531521296,0.0009762755135986135
2,27,0.0004472151325873192,0.0009133124830292283
2,28,0.0003960756405578762,0.0008563661474999095
2,29,0.00035084009206013355,0.0008049823616910125
2,30,0.000310608232169639,0.0007583231810460048
2,31,0.0002746547559620051,0.0007158833555995195
2,32,0.00024368236787943238,0.0006775519014599532
2,33,0.00021471655308840127,0.0006420213951437469
2,34,0.0001895345677555199,0.0006094662535275041
2,35,0.00016630417563653834,0.0005796074405922902
2,36,0.0001460810327646206,0.0005518553026341424
2,37,0.00012715904866399688,0.0005260288012597912
2,38,0.00010998227648987932,0.0005018026831192781
2,39,9.462800732740283e-05,0.0004791208113232671
2,40,8.053593277645218e-05,0.00045741730063091247
2,41,6.773513813948557e-05,0.00043671324598192995
2,42,5.596034028750888e-05,0.0004164560286391877
2,43,4.5187581835231605e-05,0.00039626715776707816
2,44,3.542486854809275e-05,0.00037562292283924056
2,45,2.6544012677081704e-05,0.000353563053407626
2,46,1.85722562033911e-05,0.00032860569471754693
2,47,1.158926785181471e-05,0.0002978609035464197
2,48,5.800152214287486e-06,0.0002547590048038774
2,49,1.709534360680848e-06,0.00017818222019039072
2,50,1.0840652232081737e-07,4.07864773911157e-05
3,0,0.24686564746396908,0.446020139599111
3,1,0.30128171783225943,0.22557718650113032
3,2,0.13719184948490876,0.087000427117024
3,3,0.0789005720114132,0.04924068924334392
3,4,0.05119598727996889,0.03237465889053735
3,5,0.03576635264007204,0.023159535457050184
3,6,0.026260310927449078,0.01750891100331034
3,7,0.020000188211072484,0.013763854475965606
3,8,0.015661207238521897,0.011151914370202123
3,9,0.012543822534165687,0.00924145363162309
3,10,0.010214897591271066,0.007801759451885621
3,11,0.008446796289088971,0.0066902967836874995
3,12,0.0070742299343015715,0.005809814527358693
3,13,0.005990450483387574,0.005104765933117131
3,14,0.005119808736206974,0.004525113953471831
3,15,0.004397388259580754,0.004043803515237026
3,16,0.00381939749372012,0.00364302414478633
3,17,0.00332612439200077,0.0033014441279673717
3,18,0.002918946037110173,0.003013050805910039
3,19,0.0025670105449388464,0.00275982313928678
3,20,0.0022746297472945737,0.0025429768016624163
3,21,0.002018566740354049,0.0023535233773499383
3,22,0.0017972020533848524,0.002186496637152859
3,23,0.0016048153182896142,0.002038710073772726
3,24,0.001435481331000855,0.001908068636061025
3,25,0.0012873242712926106,0.0017916278601043157
3,26,0.0011566980113996144,0.001686856427650208
3,27,0.0010408735784839256,0.0015936346731875752
3,28,0.0009375381414586852,0.0015091740293374334
3,29,0.0008447586737909075,0.0014328523583970517
3,30,0.0007609421366326733,0.0013634532680310415
3,31,0.0006851025268430533,0.0013006816921909965
3,32,0.0006194690452377917,0.0012435873134905623
3,33,0.0005550867911263758,0.001191294380012704
3,34,0.000499136070468875,0.0011431664758341994
3,35,0.00044752268271132644,0.0010997033495156578
3,36,0.0004000116597818345,0.0010592029412541094
3,37,0.0003562393910527833,0.001022117982896286
3,38,0.00031515362701399496,0.0009877338443774833
3,39,0.00027760289734627406,0.0009559376462501502
3,40,0.00024217887307199587,0.0009259325160285601
3,41,0.00020919757738783584,0.0008978779317496662
3,42,0.00017811547569526607,0.0008709040327492076
3,43,0.00014859224587184737,0.0008444181713107887
3,44,0.00012087956635550379,0.0008175224185245549
3,45,9.446686438085289e-05,0.0007885565484030516
3,46,6.951106661246936e-05,0.0007546522591578524
3,47,4.6162220589011083e-05,0.0007097665855419791
3,48,2.510838073546646e-05,0.0006387513642783023
3,49,8.310857305215023e-06,0.0004850206190508119
3,50,6.167915986983082e-07,0.00012413111267449499
4,0,0.18710375726759726,0.3776700604481769
4,1,0.27070211708562164,0.22747176593735394
4,2,0.14187650835987362,0.09386590006076467
4,3,0.08753276513459841,0.055095334481942294
4,4,0.05968598732082826,0.03719414946953104
4,5,0.04331169751392706,0.027175973735352674
4,6,0.03282966405132953,0.02091431910407431
4,7,0.02567374005366578,0.016698359395451876
4,8,0.020612378848785244,0.013716349462605922
4,9,0.01685497256871795,0.011509855785155964
4,10,0.014006171200873314,0.009829417178857722
4,11,0.011805238715448498,0.00851918348260328
4,12,0.010049829199263654,0.007472820301305017
4,13,0.008655214242748165,0.0066274321766556735
4,14,0.007502479408786322,0.0059281615231779276
4,15,0.0065532012504123105,0.005343887331205461
4,16,0.0057601574912462365,0.0048539895575059
4,17,0.005089197668337891,0.004434647731536057
4,18,0.004538360818144004,0.004077657884827531
4,19,0.00403272770582491,0.0037646632980130627
4,20,0.0036170383484213746,0.0034941692743346055
4,21,0.0032530110398947248,0.0032574633550871484
4,22,0.002932539223221691,0.0030481528138513172
4,23,0.00265010085764305,0.002862457804805726
4,24,0.0024005969382383846,0.0026980577319040086
4,25,0.0021793957745881547,0.0025513582085810987
