2.394448025542886853e+02,2.391698025542899870e+02
2.396496632677906859e+02,2.393839588734465451e+02
2.398612042749882676e+02,2.396064699230519182e+02
2.400769852795458519e+02,2.398326705398855268e+02
2.402959217355847841e+02,2.400612831075417546e+02
2.405173937366054986e+02,2.402916863079793188e+02
2.407409920244905379e+02,2.405235138870116032e+02
2.409664285590983752e+02,2.407565259042812613e+02
2.411934912499924053e+02,2.409905540955435868e+02
2.414220191971859037e+02,2.412254745247321921e+02
2.416518812125416389e+02,2.414611928073695708e+02
2.418829741837591314e+02,2.416976353027757511e+02
2.421152150720751024e+02,2.419347429043572220e+02
2.423485293712117539e+02,2.421724679845322896e+02
2.425828611500587328e+02,2.424107711713897118e+02
2.428181629151880543e+02,2.426496201181673769e+02
2.430543894079368670e+02,2.428889877797445251e+02
2.432915022718231626e+02,2.431288513425525366e+02
2.435294807195907083e+02,2.433691922665393861e+02
2.437682915322677388e+02,2.436099944781961995e+02
2.440079127706291899e+02,2.438512450464558867e+02
2.442483285316390038e+02,2.440929333571503150e+02
2.444895257314503567e+02,2.443350508963171706e+02
2.447314934748255837e+02,2.445775909956417991e+02
2.449742204828835099e+02,2.448205489766529297e+02
2.452177007758921263e+02,2.450639219473349044e+02
2.454619308411603242e+02,2.453077083917116852e+02
2.457069096159465857e+02,2.455519084564959940e+02
2.459526384379273338e+02,2.457965239163507363e+02
2.461991209667878309e+02,2.460415584667016162e+02
2.464463631016292027e+02,2.462870173849503033e+02
2.466943728766642892e+02,2.465329078178784812e+02
2.469431601907044467e+02,2.467792389921949621e+02
2.471927458949722052e+02,2.470260222155080783e+02
2.474431444561346041e+02,2.472732713846195054e+02
2.476943801908899729e+02,2.475210037743350142e+02
2.479464771320672583e+02,2.477692395841171447e+02
2.481994703392535655e+02,2.480180033369284160e+02
2.484533963324929573e+02,2.482673245152653294e+02
2.487083024724429663e+02,2.485172386776069686e+02
2.489642430179192729e+02,2.487677895250001825e+02
2.492212831880992212e+02,2.490190301488874240e+02
2.494795074803078876e+02,2.492710279752314761e+02
2.497390179328738782e+02,2.495238679010544161e+02
2.499999409367979979e+02,2.497776613429735448e+02
2.502624425701025643e+02,2.500325585369580494e+02
2.505267516600230238e+02,2.502887719905826316e+02
2.507931867394399603e+02,2.505466193859306259e+02
2.510622404472994731e+02,2.508066245567239889e+02
2.513347881895780631e+02,2.510697901384742181e+02
2.516131342638156241e+02,2.513381342638172669e+02
